id_course,ville,depart,arrivee,duree_estimee,distance,prix_eco,prix_confort,prix_confort_plus,heure_plage,disponibilite_vehicules
2807,Yaounde,Carrefour Sorcier,Tradex,7.0,9.196,650.0,900.0,1200.0,00h–01h,vert
2808,Yaounde,Playce carrefour,Boulangerie Fontana,30.0,8.431,1700.0,2250.0,3300.0,14h–15h,vert
2809,Yaounde,Fecafoot,UEEC de Santa Barbara,24.0,20.125,1400.0,,2850.0,17h–18h,vert
2810,Yaounde,Carrefour Bastos,National Passport Production Center,14.0,3.583,950.0,1350.0,1750.0,12h–13h,vert
2811,Yaounde,Kazoo Dragage,Cours des Comptes,16.0,5.749,,,3050.0,12h–13h,vert
2812,Yaounde,Star Land Hotel Yaounde,Cite Verte,19.0,5.018,1200.0,1650.0,2100.0,11h–12h,vert
2813,Yaounde,Boulangerie d'Essomba,Gp Melen,32.0,7.935,2100.0,2600.0,,08h–09h,jaune
2814,Yaounde,Lycee de Biyemassi,Efoulan,11.0,2.99,1300.0,1400.0,1850.0,15h–16h,vert
2815,Yaounde,Rue de Kondengui,United Express,14.0,3.037,1050.0,1350.0,,10h–11h,gris
2816,Yaounde,Lycee de Biyemassi,Centre Divisionnaire des Impôts d'Efoulan,11.0,3.739,2100.0,2200.0,2300.0,15h–16h,vert
2817,Yaounde,Santa Barbara Solen,Gp Melen,25.0,10.69,3000.0,3250.0,,09h–10h,jaune
2818,Yaounde,Dépôt Guinness Ahala,Barrière,6.0,11.836,600.0,750.0,1150.0,21h–22h,vert
2819,Yaounde,Nlongkak,Chapelle Manguiers,22.0,4.662,1200.0,,,16h–17h,vert
2821,Yaounde,Tchop et Yamo,Evasion Bar,34.0,8.029,1900.0,3100.0,3400.0,16h–17h,vert
2822,Yaounde,Rue 5.500,Stade Maracana,5.0,8.981,500.0,650.0,850.0,17h–18h,vert
2823,Yaounde,Okui Nkomo,Yaounde Omnisports,15.0,15.322,1550.0,1750.0,1850.0,02h–03h,jaune
2824,Yaounde,Playce carrefour,Tradex,19.0,4.347,1100.0,1600.0,2800.0,14h–15h,vert
2825,Yaounde,Laboratoire Meka,Chefferie Minkan,60.0,18.61,4150.0,5700.0,7650.0,16h–17h,jaune
2826,Yaounde,Kazoo Dragage,Tradex Ahala,50.0,15.825,3300.0,,,12h–13h,jaune
2827,Yaounde,Ekié Carrefour Six Morts,Santa Lucia Myan,2.0,5.256,750.0,1000.0,1300.0,20h–21h,vert
2828,Yaounde,Rue 4.761,Feicom DG,5.0,5.163,600.0,700.0,850.0,00h–01h,vert
2829,Yaounde,Rue 5.549,Fond National de l'Emploi,20.0,1.759,1800.0,,,13h–14h,vert
2830,Yaounde,Montesquieu,Le Fibi,12.0,4.334,1300.0,1450.0,1600.0,14h–15h,vert
2831,Yaounde,Dépôt Guinness Ahala,Complex School Adventiste D'odza,7.0,2.672,650.0,900.0,1150.0,21h–22h,vert
2832,Yaounde,Odza Petit Marché,Ngoa Ekele,22.0,8.396,1450.0,,,13h–14h,vert
2833,Yaounde,Hôpital de la Casse,Yaounde Omnisports,12.0,9.536,900.0,1300.0,1700.0,20h–21h,vert
2834,Yaounde,Ekounou,Complexe Universitaire Siantou Coron,4.0,2.302,550.0,600.0,,13h–14h,jaune
2835,Yaounde,Nkolmesseng Petit Paris,Camp Sonel Essos,9.0,4.87,550.0,,,03h–04h,jaune
2836,Yaounde,Fecafoot,Centre Universitaire de Yaoundé 1,17.0,11.86,1050.0,1450.0,1800.0,18h–19h,vert
2837,Yaounde,Okui Nkomo,Elig Essono,14.0,7.466,1650.0,1800.0,2050.0,02h–03h,jaune
2838,Yaounde,Chapelle Elig Effa,Men travelL agence,12.0,4.624,950.0,1300.0,1700.0,12h–13h,vert
2839,Yaounde,Etam Bafia,Le Bunker,15.0,4.846,850.0,1200.0,1650.0,10h–11h,gris
2840,Yaounde,Chapelle Obili,Nkolbisson,20.0,6.566,1550.0,2000.0,3600.0,11h–12h,vert
2841,Yaounde,Carrefour Bastos,Yaounde Omnisports,12.0,7.084,1750.0,1900.0,,22h–23h,rouge
2842,Yaounde,Rue Martin-Paul Samba,Pharmacie du 20 Mai,6.0,2.144,600.0,800.0,,06h–07h,vert
2843,Yaounde,Biyem-Assi,Complexe Santa Lucia,32.0,4.408,1550.0,2500.0,2700.0,inconnu,vert
2844,Yaounde,Rue de Kondengui,Commissariat de Police du 3eme Arrondissement,12.0,2.022,850.0,1150.0,1450.0,14h–15h,vert
2845,Yaounde,Rond Point Nlongkak,Marché Central,10.0,2.377,650.0,950.0,1150.0,12h–13h,vert
2846,Yaounde,Hôpital de District de la Cité Verte,Yoyo Bar,4.0,0.812,1850.0,,,07h–08h,orange
2847,Yaounde,Lycee de Biyemassi,Stade Ahmadou Ahidjo,26.0,10.397,2350.0,2500.0,,14h–15h,vert
2848,Yaounde,Dépôt Guinness Mvan,Messamendongo,9.0,8.07,850.0,1050.0,1450.0,20h–21h,jaune
2849,Yaounde,Gendarmerie Nationale-Légion du Centre,Mvolyé,17.0,4.536,2550.0,,,15h–16h,vert
6017,Yaounde,Camp SIC Olembé,Rue 6.118,20.0,14.335,2450.0,2650.0,,23h–24h,rouge
2850,Yaounde,Eglise de Mini Ferme,7 Collines,7.0,1.048,750.0,,900.0,18h–19h,jaune
2851,Yaounde,Rue de Kondengui,Parc Des Princesses,5.0,1.273,500.0,600.0,850.0,13h–14h,vert
2852,Yaounde,Etoug-Ebe Baptist Church,Sonel Nsam,30.0,13.59,1550.0,2250.0,2800.0,12h–13h,jaune
2853,Yaounde,Terminus,Institut Zang Mebenga,6.0,1.274,1600.0,1750.0,2350.0,01h–02h,jaune
2854,Yaounde,Mimboman Terminus,Nkoabang Baptist Health Centre,13.0,10.926,1000.0,,,13h–14h,vert
2855,Yaounde,Lycee de Biyemassi,Olezoa,10.0,2.829,1500.0,1600.0,2050.0,15h–16h,orange
2856,Yaounde,Lycee de Biyemassi,Odza Petit Marché,25.0,9.335,1650.0,,,14h–15h,jaune
2857,Yaounde,Kazoo Dragage,Lycee de Biyemassi,51.0,9.933,1950.0,4200.0,4350.0,12h–13h,vert
2858,Yaounde,Terminus Odza,Châtel Ekoumdoum,27.0,13.009,1200.0,1700.0,2650.0,18h–19h,jaune
2859,Yaounde,Odza Petit Marché,Le Paradis,36.0,6.284,3050.0,3600.0,4650.0,13h–14h,vert
2860,Yaounde,Entrée Maetur Biteng-Okoui,La Prudence,9.0,1.752,650.0,750.0,,14h–15h,gris
2861,Yaounde,Mimboman Opep,Carrefour REGIE,16.0,5.916,,,,05h–06h,vert
2862,Yaounde,Rue Manfred Otto Fouda,Bleu De Ngousso,25.0,1.724,2050.0,2250.0,2350.0,14h–15h,jaune
2863,Yaounde,Marché Mokolo,Yaounde Omnisports,23.0,10.694,1100.0,1550.0,2500.0,10h–11h,vert
2864,Yaounde,Mfoundi Market B,Awae Escalier,22.0,7.265,1200.0,1700.0,2750.0,08h–09h,vert
2865,Yaounde,Lycée Bilingue d'Etoug-Ébé,Le Bunker,29.0,4.661,1550.0,,,10h–11h,gris
2866,Yaounde,Marché d'Ekounou,École nationale supérieure polytechnique de Yaoundé,23.0,7.517,1200.0,1850.0,2450.0,08h–09h,vert
2867,Yaounde,Etoa Meki,Chapelle Nlongkak,11.0,4.404,700.0,950.0,1250.0,13h–14h,vert
2868,Yaounde,Hôpital Jamot Urgences,Dispensaire Messassi,14.0,6.13,1100.0,1600.0,,08h–09h,vert
2869,Yaounde,Laboratoire Meka,Ekounou,33.0,7.9,1750.0,2350.0,3450.0,18h–19h,vert
2870,Yaounde,Marché d'Etoudi,Hôpital De La Caisse,21.0,7.397,1100.0,1700.0,2300.0,14h–15h,vert
2871,Yaounde,Marché d'Ekounou,Okui Nkomo,11.0,0.395,1050.0,1150.0,1450.0,14h–15h,jaune
2872,Yaounde,Mvog Mbi,Marche de Mvog Mbi,3.0,0.0,300.0,400.0,650.0,14h–15h,rouge
2873,Yaounde,Playce carrefour,Collège St Benoît De Mvolye,15.0,7.457,1050.0,1450.0,1850.0,14h–15h,vert
2874,Yaounde,Carrefour Bastos,Safari,12.0,3.968,800.0,1050.0,1350.0,13h–14h,vert
2875,Yaounde,Kazoo Dragage,Paroisse St Vincent Palloti,11.0,2.745,800.0,1600.0,1700.0,12h–13h,vert
2876,Yaounde,Maison DAMAS,Collège d'Enseignement Technique et Commercial,9.0,6.971,850.0,1000.0,1350.0,14h–15h,vert
2877,Yaounde,Odza Petit Marché,"Brigade, Mvog-Betsi",32.0,10.825,1750.0,,,14h–15h,vert
2878,Yaounde,Carrefour Bastos,Auberge Bleu Odza,54.0,12.821,2200.0,3200.0,5000.0,17h–18h,vert
2879,Yaounde,Rond Point Nlongkak,Union Européenne,4.0,0.511,600.0,650.0,850.0,01h–02h,vert
2880,Yaounde,Kazoo Dragage,Express Union,62.0,5.749,3400.0,,,12h–13h,jaune
2881,Yaounde,Golf Club de Yaoundé,G P Melen,22.0,3.788,1100.0,1550.0,2450.0,11h–12h,vert
2882,Yaounde,Playce carrefour,Fokou Etoudi,19.0,5.447,1500.0,1850.0,2700.0,14h–15h,vert
2883,Yaounde,Rue de Kondengui,Cercle Vert,10.0,0.927,750.0,1000.0,1300.0,14h–15h,vert
2884,Yaounde,"Eec - Paroisse de Nlongkak, Yaoundé",Université catholique d'Afrique centrale,13.0,9.689,950.0,1400.0,2000.0,05h–06h,vert
2885,Yaounde,Rond Point Nlongkak,Polyclinique Tsinga,13.0,1.978,700.0,950.0,1250.0,12h–13h,vert
6667,Yaounde,Chapelle Nsimeyong,Mtn Ngousso,26.0,10.907,3250.0,3500.0,,22h–23h,vert
2886,Yaounde,Chapelle Nsimeyong,Ecole Publique d'Efoulan,6.0,2.041,800.0,,,23h–24h,gris
2887,Yaounde,Ekounou,Dépôt Guinness Mvan,21.0,7.897,950.0,1350.0,,09h–10h,rouge
2888,Yaounde,Lycee de Biyemassi,Mosquée Blanche de la Brique,20.0,5.037,1900.0,,2200.0,15h–16h,vert
2889,Yaounde,Garranty Express Biyemassi,Fleming,8.0,1.261,700.0,750.0,950.0,23h–24h,vert
2890,Yaounde,Kazoo Dragage,50.50,15.0,5.749,1150.0,,,12h–13h,jaune
2891,Yaounde,Playce carrefour,Fokou Omnisport,19.0,4.747,1150.0,1650.0,2100.0,14h–15h,vert
2892,Yaounde,Etoa Meki,Fondation Chantal Biya,16.0,4.095,1100.0,1350.0,1400.0,02h–03h,jaune
2893,Yaounde,Carrefour Bastos,Ordre Nationale Des Medecins,7.0,3.968,550.0,900.0,1000.0,14h–15h,vert
2894,Yaounde,Playce carrefour,Yaoundé,40.0,2.794,1750.0,2650.0,4600.0,14h–15h,vert
2895,Yaounde,Ministère de l'Éducation de Base,Tongolo,16.0,5.839,1650.0,1900.0,2050.0,16h–17h,vert
2896,Yaounde,Chapelle Nsimeyong,Atlantique,3.0,5.353,500.0,600.0,850.0,22h–23h,vert
2897,Yaounde,Kazoo Dragage,Boulangerie Selecte,13.0,6.022,1950.0,,,12h–13h,vert
2898,Yaounde,Nlongkak,Direction Générale des Douanes,17.0,3.674,800.0,1350.0,1450.0,03h–04h,jaune
2899,Yaounde,Obili,United Express,20.0,6.774,1350.0,1950.0,,08h–09h,vert
2900,Yaounde,Mvog Mbi,La Référence de Nkolbisson,30.0,9.879,1450.0,2250.0,4150.0,14h–15h,orange
2901,Yaounde,DOVV Nkomo,K-Dreams,18.0,4.943,1600.0,,,08h–09h,orange
2902,Yaounde,Kazoo Dragage,"Hôtel Tango, Elig Essono",15.0,4.508,1300.0,,2100.0,12h–13h,vert
2903,Yaounde,Boulangerie Acropole,Messamendongo,34.0,13.9,1550.0,2200.0,3500.0,15h–16h,vert
2904,Yaounde,Lycee de Biyemassi,Gp Melen,19.0,2.407,,,2100.0,15h–16h,orange
2905,Yaounde,Carrefour Bastos,Ekounou,31.0,7.623,1450.0,2050.0,3250.0,13h–14h,vert
2906,Yaounde,Olembe,Marché d'Etoudi,19.0,55.351,1400.0,,,18h–19h,vert
2907,Yaounde,Sapeur Mimboman,Sun City,4.0,1.765,550.0,750.0,950.0,11h–12h,vert
2908,Yaounde,Chapelle Obili,Centre Hospitalier Universitaire,9.0,2.177,750.0,850.0,1050.0,14h–15h,vert
2909,Yaounde,Efoulan,United Express,19.0,6.157,1550.0,1750.0,,11h–12h,gris
2910,Yaounde,Mvog Ada,COGENI Mvog Ada,5.0,0.682,600.0,1050.0,1150.0,16h–17h,vert
2911,Yaounde,Carrefour Bastos,College la Retraite,9.0,2.651,700.0,950.0,1250.0,14h–15h,vert
2912,Yaounde,Kazoo Dragage,Marché Madagascar,18.0,5.007,1950.0,2100.0,2250.0,12h–13h,vert
2913,Yaounde,Carrefour Bastos,Lycee D'emana,16.0,8.826,900.0,1300.0,2300.0,12h–13h,vert
2914,Yaounde,Dépôt Guinness Ahala,Commissariat,7.0,7.875,700.0,900.0,1300.0,21h–22h,vert
2915,Yaounde,Lycee de Biyemassi,Direction Centrale du Trésor Ngoa Ekelle,9.0,2.945,1400.0,1500.0,1600.0,15h–16h,jaune
2916,Yaounde,Black and White,Maison DAMAS,37.0,8.02,1750.0,2150.0,3350.0,17h–18h,vert
2917,Yaounde,Biyem-Assi,Tradex Simbock,9.0,3.335,500.0,650.0,1050.0,02h–03h,rouge
2918,Yaounde,Biyem-Assi,Petit Marché Tam-tam,6.0,2.035,950.0,1050.0,1500.0,23h–24h,vert
2919,Yaounde,Marché de Nsam,Le Prestige,9.0,8.995,400.0,500.0,,15h–16h,vert
2920,Yaounde,Orange Avenue Kennedy,Cathédrale Notre-Dame-des-Victoires,4.0,0.388,600.0,700.0,800.0,18h–19h,jaune
2921,Yaounde,Lycee de Biyemassi,Depot de Bois Damase,11.0,4.295,1750.0,1900.0,1950.0,15h–16h,vert
2922,Yaounde,Polyclinique André Fouda,Montesquieu,2.0,1.974,700.0,750.0,900.0,06h–07h,jaune
2923,Yaounde,Kazoo Dragage,D'eleveur,25.0,7.108,2150.0,,,12h–13h,vert
2924,Yaounde,Carrefour Bastos,Melen,19.0,4.632,1300.0,1650.0,2100.0,13h–14h,vert
2925,Yaounde,Yaounde 4e,Etoa Meki,65.0,4.239,2350.0,3450.0,5650.0,14h–15h,vert
2926,Yaounde,Calafatas,Bleu De Ngousso,26.0,2.978,1600.0,1650.0,2650.0,19h–20h,vert
2927,Yaounde,Etetak,Express Union,14.0,5.636,1500.0,1600.0,2250.0,22h–23h,vert
2928,Yaounde,Dépôt Guinness Ahala,Tanty,6.0,1.808,550.0,700.0,950.0,21h–22h,vert
2929,Yaounde,Auberge Bleu Odza,Nkozoa,36.0,9.038,3550.0,5500.0,,01h–02h,vert
2930,Yaounde,Odza Petit Marché,Carrefour Meec,23.0,12.38,1700.0,2600.0,,02h–03h,vert
2931,Yaounde,Playce carrefour,Olezoa Blaz Fashion,13.0,4.925,1350.0,1450.0,1750.0,14h–15h,vert
2932,Yaounde,Kazoo Dragage,Poste de Police Mvog Mbi,28.0,6.174,2050.0,,,12h–13h,vert
2933,Yaounde,Fecafoot,Quifeurou Mvog Mbi,12.0,12.868,950.0,1350.0,1750.0,17h–18h,vert
2934,Yaounde,Playce carrefour,"Hôtel Tango, Elig Essono",12.0,2.294,800.0,1050.0,1350.0,14h–15h,vert
2935,Yaounde,Playce carrefour,Cercle Vert,15.0,4.325,1150.0,1350.0,1700.0,14h–15h,vert
2936,Yaounde,Fecafoot,Immeuble stv,15.0,15.093,1300.0,1500.0,1950.0,17h–18h,jaune
2937,Yaounde,Etam Bafia,Eneo Nlongkak,16.0,3.993,900.0,1250.0,1750.0,10h–11h,orange
2938,Yaounde,Montee Jouvence,Château d'Eau de Ngoa Ekelle,18.0,2.892,2250.0,,,08h–09h,vert
2939,Yaounde,Odza Petit Marché,Nkolmesseng Apres Le Chef,36.0,12.223,1700.0,2500.0,,13h–14h,vert
2940,Yaounde,Camp Sonel Essos,Marché d'Essos,7.0,0.351,700.0,750.0,950.0,13h–14h,vert
2941,Yaounde,Mvog Mbi,Mvog Ada,10.0,2.102,700.0,1150.0,1500.0,17h–18h,jaune
2942,Yaounde,College la Retraite,Casino,8.0,1.636,900.0,1050.0,1450.0,13h–14h,vert
2943,Yaounde,Ekounou,Commissariat de Police du 3eme Arrondissement,12.0,3.655,750.0,850.0,,13h–14h,jaune
2944,Yaounde,Avenue Monseigneur François Xavier Vogt,Grand Moulin Elig Essono,5.0,6.587,500.0,600.0,850.0,06h–07h,vert
2945,Yaounde,Boulangerie d'Essomba,Cosmos Bar Emombo 2eme,4.0,0.707,450.0,550.0,,02h–03h,vert
2946,Yaounde,Kazoo Dragage,Hôpital de District d'Efoulan,41.0,9.17,1850.0,,4300.0,12h–13h,vert
2947,Yaounde,Ekié Carrefour Six Morts,Tsala Essomba Tropicana,3.0,2.037,600.0,650.0,850.0,20h–21h,jaune
2948,Yaounde,Polyclinique André Fouda,SGBS,12.0,1.974,850.0,1200.0,1550.0,07h–08h,vert
2949,Yaounde,K-Dreams,Don Bosco Mimboman,10.0,3.112,800.0,850.0,1400.0,11h–12h,vert
2950,Yaounde,Dépôt Guinness Ahala,Rue 8.311,11.0,7.875,900.0,1300.0,1700.0,21h–22h,vert
5760,Yaounde,Montesquieu,Maison DAMAS,23.0,6.868,1600.0,1700.0,2750.0,14h–15h,vert
2951,Yaounde,Boulangerie d'Essomba,Terminus Odza,36.0,11.24,2300.0,2900.0,,08h–09h,vert
2952,Yaounde,Mvog Mbi,Brigade ODZA,16.0,6.218,1150.0,1400.0,1950.0,18h–19h,jaune
2953,Yaounde,Rue de Kondengui,Maison Du Parti Nkoldongo,9.0,2.593,750.0,1000.0,1300.0,14h–15h,vert
2954,Yaounde,Santa Barbara Solen,Maison Don Bosco,17.0,8.895,1650.0,1800.0,2750.0,09h–10h,vert
2955,Yaounde,Santa Lucia Mvan,Mvolyé,7.0,4.493,700.0,750.0,,20h–21h,vert
2956,Yaounde,Hôpital de la Casse,Paroisse Saint Esprit de Mvolye,17.0,3.116,1550.0,1800.0,1900.0,20h–21h,vert
2957,Yaounde,Dépôt Guinness Ahala,Ecole Publique d'Efoulan,9.0,3.799,800.0,1100.0,1500.0,21h–22h,vert
2958,Yaounde,Eneo Cameroon Central,Marché Madagascar,4.0,4.144,1700.0,1850.0,1950.0,06h–07h,jaune
2959,Yaounde,Marché Mokolo,"International Line, Tongolo",19.0,6.508,1000.0,1500.0,2000.0,08h–09h,vert
2960,Yaounde,Odza Petit Marché,Omnisport Stadium annex1,30.0,8.081,1700.0,2300.0,3900.0,13h–14h,vert
2961,Yaounde,Kazoo Dragage,Institute Superieur Hintel,19.0,5.495,1600.0,2050.0,2350.0,12h–13h,vert
2962,Yaounde,Auberge Bleu Odza,Nkom-Kana,38.0,14.214,2250.0,2850.0,,20h–21h,jaune
2963,Yaounde,Rue 5.549,Black and White,33.0,2.386,1700.0,,3600.0,13h–14h,vert
2964,Yaounde,Touristique Express,Chapelle Nsimeyong,16.0,6.759,1150.0,,,11h–12h,jaune
2965,Yaounde,Fecafoot,Foyer Bandjoun,11.0,14.151,1100.0,1150.0,1400.0,17h–18h,vert
2966,Yaounde,Ministere des Finances,Marché Mokolo,8.0,4.172,650.0,850.0,,08h–09h,vert
2967,Yaounde,Fecafoot,Odza Petit Marché,27.0,3.866,1500.0,2200.0,3600.0,17h–18h,vert
2968,Yaounde,Carrossel Temple de la Culture,Église Évangelique de Nkolndongo,10.0,0.0,4750.0,850.0,950.0,13h–14h,vert
2969,Yaounde,Rue 5.549,Laboratoire Meka,19.0,4.196,,,2400.0,13h–14h,vert
2970,Yaounde,Hôtel du Plateau,Aumacha,8.0,1.465,850.0,900.0,1050.0,13h–14h,jaune
2971,Yaounde,Paloma,Hôpital Adlucem D'Obobogo,3.0,5.012,450.0,550.0,650.0,15h–16h,vert
2972,Yaounde,Hôtel du Plateau,Dispensaire Des Soeurs de Mimboman,9.0,10.596,700.0,850.0,1100.0,11h–12h,jaune
2973,Yaounde,Rue 5.549,Pharmacie de Messassi,21.0,8.403,1950.0,,,13h–14h,vert
2974,Yaounde,Musée National,Campost,17.0,0.885,1050.0,1450.0,1900.0,08h–09h,vert
2975,Yaounde,Chapelle Obili,Carrefour Messamendongo,22.0,15.046,1350.0,1950.0,3200.0,11h–12h,vert
2976,Yaounde,Kazoo Dragage,Kazoo Dragage,4.0,0.0,650.0,1000.0,1100.0,12h–13h,jaune
2977,Yaounde,Institut International Des Assurances,Faculté De Médecine Et Des Sciences Biomédicales,17.0,9.114,1850.0,2000.0,2500.0,06h–07h,jaune
2978,Yaounde,College la Retraite,Cradat,14.0,7.072,1100.0,1550.0,2000.0,16h–17h,vert
2979,Yaounde,Elig Essono,Crédit Foncier du Cameroun,7.0,2.229,1900.0,,2800.0,23h–24h,rouge
2980,Yaounde,Biyem-Assi,Sous Préfecture de Yaoundé 3,15.0,7.134,800.0,1150.0,2100.0,02h–03h,gris
2981,Yaounde,Auberge Bleu Odza,École Publique d'Ekoumdoum,16.0,9.038,1100.0,1200.0,1750.0,09h–10h,orange
2982,Yaounde,La Cave de Pakita,Fondation Médicale André Fouda,6.0,1.416,1050.0,1200.0,1300.0,21h–22h,vert
2983,Yaounde,Fecafoot,Notre Dame de Lorette,12.0,17.117,800.0,1100.0,1500.0,17h–18h,vert
2984,Yaounde,Carrefour Bastos,Commissariat de Police du 9e Arrondissement Mendong,24.0,3.968,1250.0,2000.0,3500.0,02h–03h,vert
2985,Yaounde,College la Retraite,Bambou Lounge,5.0,1.004,900.0,1150.0,1250.0,13h–14h,vert
2986,Yaounde,Sapeur Mimboman,Awae Escalier,17.0,4.71,1150.0,1600.0,2050.0,12h–13h,vert
2987,Yaounde,Playce carrefour,Château d'Eau de Ngoa Ekelle,12.0,8.229,850.0,1150.0,1500.0,14h–15h,vert
2988,Yaounde,Prison Centrale de Yaoundé,Boulangerie Acropole,14.0,2.974,1300.0,,1550.0,16h–17h,vert
2989,Yaounde,La Cave de Pakita,Châtel Ekoumdoum,21.0,1.697,1200.0,1750.0,2900.0,21h–22h,vert
2990,Yaounde,Lycée de Nsam Efoulan,Complexe Beac,15.0,5.492,950.0,1400.0,,02h–03h,vert
2991,Yaounde,Odza Petit Marché,Mendong Market,38.0,13.035,2300.0,2700.0,4300.0,13h–14h,vert
2992,Yaounde,Odza Petit Marché,Elise Bar,27.0,10.694,2400.0,2750.0,3600.0,13h–14h,jaune
2993,Yaounde,Ceper,Biteng,27.0,6.439,1450.0,1750.0,2750.0,17h–18h,jaune
2994,Yaounde,Rue 4.761,Total,4.0,0.0,750.0,900.0,,00h–01h,rouge
2995,Yaounde,Titi Garage,Fokou Omnisport,4.0,1.275,450.0,600.0,,08h–09h,vert
2996,Yaounde,Zoe,Titi Garage,22.0,4.797,1300.0,1850.0,2350.0,15h–16h,vert
2997,Yaounde,Rue 5.549,Express Union,18.0,0.0,1900.0,2100.0,2200.0,13h–14h,vert
2998,Yaounde,Chapelle Manguiers,Boulangerie d'Essomba,3.0,6.433,1700.0,2000.0,2500.0,15h–16h,vert
2999,Yaounde,Mairie De yaounde 6,Elig Essono,28.0,7.474,1300.0,2000.0,,15h–16h,vert
3000,Yaounde,Sous Préfecture de Nkondengui,Hôpital de District d'Efoulan,15.0,7.195,1000.0,1500.0,1650.0,10h–11h,vert
3001,Yaounde,Rue 1.267,Le Fibi,11.0,4.334,1350.0,1450.0,1600.0,08h–09h,vert
3002,Yaounde,Kazoo Dragage,Marché d'Etoudi,13.0,5.033,1350.0,1500.0,,12h–13h,vert
3003,Yaounde,Carrossel Temple de la Culture,Stade Ahmadou Ahidjo,22.0,6.057,1050.0,1450.0,2350.0,16h–17h,vert
3004,Yaounde,Hôtel du Plateau,Nkolmesseng Express Union 1,8.0,1.334,600.0,750.0,1000.0,16h–17h,vert
3005,Yaounde,Playce carrefour,Ngoa Ekele,11.0,8.229,650.0,900.0,1400.0,14h–15h,vert
3006,Yaounde,Office du Baccalauréat,Dépôt Guinness Ahala,15.0,3.704,750.0,,,09h–10h,vert
3007,Yaounde,Playce carrefour,Ambassade de France,13.0,4.583,1150.0,1300.0,1700.0,14h–15h,vert
3008,Yaounde,Carrefour Bastos,Rue 1.414,20.0,3.968,1000.0,1450.0,1900.0,09h–10h,orange
3009,Yaounde,Mvog Mbi,Rue Martin Abega,11.0,1.346,1200.0,1400.0,1500.0,08h–09h,vert
3010,Yaounde,Rue 5.500,Hôpital Général De Yaoundé,7.0,7.899,550.0,750.0,950.0,18h–19h,vert
3011,Yaounde,Ministere des Finances,Boulevard du 20 Mai 1972,5.0,3.756,400.0,550.0,700.0,10h–11h,vert
3012,Yaounde,Mairie Tsinga,Socrat,3.0,0.29,650.0,800.0,900.0,15h–16h,jaune
3013,Yaounde,Fecafoot,Sélect,10.0,12.505,1050.0,1100.0,1300.0,17h–18h,vert
3014,Yaounde,Marché Mokolo,Terminus Odza,44.0,14.087,2400.0,3650.0,4850.0,08h–09h,vert
3015,Yaounde,Tradex Ahala,Centre Technique de la Fecafoot,31.0,9.244,2200.0,2400.0,4050.0,12h–13h,vert
3016,Yaounde,Total,Eglise de Mini Ferme,9.0,3.102,550.0,600.0,,18h–19h,vert
3017,Yaounde,Carrefour Bastos,Abattoir de Yaoundé,19.0,3.968,1250.0,1750.0,2250.0,12h–13h,vert
3018,Yaounde,Montee Jouvence,Camp Sonel Essos,39.0,11.516,3250.0,,,08h–09h,vert
3019,Yaounde,Golf Club de Yaoundé,Don Bosco Mimboman,28.0,4.935,1550.0,2250.0,3650.0,11h–12h,vert
3020,Yaounde,Avenue Monseigneur François Xavier Vogt,Elig Essono,12.0,6.671,500.0,1000.0,1050.0,12h–13h,jaune
3021,Yaounde,Mvog Mbi,Rue Manfred Otto Fouda,12.0,2.687,800.0,1100.0,1450.0,16h–17h,vert
3022,Yaounde,Assemblée Nationale,Marché Messassi,20.0,14.57,1700.0,2700.0,3900.0,05h–06h,vert
3023,Yaounde,Playce carrefour,Monté Stade Malien,20.0,5.039,1200.0,1550.0,1950.0,14h–15h,vert
3024,Yaounde,Rond Point Nlongkak,Ambassade Russie,6.0,1.609,450.0,600.0,800.0,04h–05h,vert
3025,Yaounde,Morgue Chu,Emia,4.0,0.87,450.0,600.0,800.0,23h–24h,vert
3026,Yaounde,Lycée de Mimboman,Maetur Mimboman,7.0,2.557,550.0,600.0,850.0,19h–20h,vert
3027,Yaounde,Gare Voyageur Camrail,Biteng,24.0,6.049,1150.0,1700.0,2250.0,08h–09h,vert
3028,Yaounde,Mvolyé,Ambassade de France,5.0,3.088,400.0,500.0,650.0,15h–16h,vert
3029,Yaounde,Hôpital Gynéco-Obstétrique et Pédiatrique de Yaoundé,Fondation Chantal Biya,21.0,7.292,1400.0,2000.0,2600.0,19h–20h,vert
3030,Yaounde,Ba'aBa,Prison Centrale de Yaoundé,19.0,5.466,1250.0,1750.0,,17h–18h,gris
3031,Yaounde,Total,Feuguiff Hotel,6.0,3.516,600.0,650.0,,18h–19h,vert
3032,Yaounde,Rue 5.549,Université protestante d'afrique centrale,22.0,2.561,2000.0,2200.0,2550.0,13h–14h,vert
3033,Yaounde,Lycée de Nsam Efoulan,Lycée de Minkan,24.0,11.244,1750.0,2750.0,,02h–03h,vert
3034,Yaounde,Playce carrefour,Centre Spirituel Saint Jean XXIII,15.0,6.035,1100.0,1550.0,2000.0,14h–15h,vert
3035,Yaounde,Efoulan,Aéroport de Yaoundé-Nsimalen,30.0,18.643,4300.0,5550.0,,11h–12h,gris
3036,Yaounde,Kazoo Dragage,Marche Melen,32.0,7.479,1700.0,3350.0,3550.0,12h–13h,vert
3037,Yaounde,Kazoo Dragage,Elig Essono,16.0,4.742,1150.0,1900.0,2450.0,12h–13h,jaune
